protocol,region,species_id,taxon_group,seed,n_presence,n_PA_test,lambda_s,lambda_selection,lambda_source,background_scheme,objective,remediation,integration_support,n_background,model,converged,runtime_s,skip_reason,auc_roc,auprc,prg,cor,pos_weight,maxnet_max_bg,maxnet_bg_n,tgb_tgb_group,tgb_tgb_n_other_sites,tgb_tgb_n_used,tgb_tgb_excludes_focal_presence
tgb_closure_v1,NSW,nsw24,ot,0,68,2075,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,ipp,primary,full_background_50k,50000,gam_ipp_same_basis,True,13.182537639004295,,0.6773848665302462,0.1360648767677784,0.34998774184537484,0.14552145760583,,,,,,,
tgb_closure_v1,NSW,nsw24,ot,0,68,2075,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,bce_pos_weight,primary,full_background_50k,50000,additive_kan_bce,True,5.634825262997765,,0.6865961189156877,0.15599923743855967,0.39683141406351513,0.1384081648343129,735.2941176470588,,,,,,
tgb_closure_v1,NSW,nsw24,ot,0,68,2075,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,maxnet_default,primary,full_background_50k,50000,maxnet_bg10k,True,4.180990954992012,,0.5854476582438554,0.11470093517858773,0.13973668563402147,0.07869009889943304,,10000.0,10000.0,,,,
tgb_closure_v1,NSW,nsw24,ot,0,68,2075,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,maxnet_default,primary,full_background_50k,50000,maxnet_bg50k,True,17.05937009799527,,0.5879739268388017,0.10813026042303314,0.14800888039660592,0.07972374995326388,,50000.0,50000.0,,,,
tgb_closure_v1,NSW,nsw24,ot,0,68,2075,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,ipp,primary,tgb_other_po_same_group,271,additive_kan_ipp,True,0.503806792999967,,0.7039494861242038,0.15208560776064642,0.40394049813234084,0.16105668507797685,,,,ot,271.0,271.0,True
tgb_closure_v1,NSW,nsw24,ot,0,68,2075,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,ipp,primary,tgb_other_po_same_group,271,gam_ipp_same_basis,True,2.9947019560058834,,0.7038402731474029,0.1521105873899404,0.40358043731805654,0.15184088694864825,,,,ot,271.0,271.0,True
tgb_closure_v1,NSW,nsw24,ot,0,68,2075,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,bce_pos_weight,primary,tgb_other_po_same_group,271,additive_kan_bce,True,0.5606481919967337,,0.7163279148368703,0.16610852155110506,0.4425477911042385,0.15957530081430946,3.985294117647059,,,ot,271.0,271.0,True
tgb_closure_v1,NSW,nsw24,ot,0,68,2075,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,maxnet_default,primary,tgb_other_po_same_group,271,maxnet_bg10k,False,1.32275698101148,,,,,,,10000.0,271.0,ot,271.0,271.0,True
tgb_closure_v1,NSW,nsw24,ot,0,68,2075,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,maxnet_default,primary,tgb_other_po_same_group,271,maxnet_bg50k,False,1.2985795809945557,,,,,,,50000.0,271.0,ot,271.0,271.0,True
tgb_closure_v1,NSW,nsw28,ou,0,53,1309,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,ipp,primary,full_background_50k,50000,additive_kan_ipp,True,5.408031623010174,,0.6879117001254704,0.5829525614147016,0.3738356031390029,0.2137419031982152,,,,,,,
tgb_closure_v1,NSW,nsw28,ou,0,53,1309,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,ipp,primary,full_background_50k,50000,gam_ipp_same_basis,True,13.653814516001148,,0.6879901191969887,0.5828732311759056,0.3737282663459148,0.18537165991333,,,,,,,
tgb_closure_v1,NSW,nsw28,ou,0,53,1309,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,bce_pos_weight,primary,full_background_50k,50000,additive_kan_bce,True,5.455626830007532,,0.6463030308971143,0.5532235811861845,0.279107984587203,0.13252900248166677,943.3962264150944,,,,,,
tgb_closure_v1,NSW,nsw28,ou,0,53,1309,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,maxnet_default,primary,full_background_50k,50000,maxnet_bg10k,True,3.4445995559945004,,0.6800722435696361,0.5554606611879763,0.35681944861258336,0.3028143279866147,,10000.0,10000.0,,,,
tgb_closure_v1,NSW,nsw28,ou,0,53,1309,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,maxnet_default,primary,full_background_50k,50000,maxnet_bg50k,True,13.9556315279915,,0.6833609433814304,0.5583290767605282,0.36487152612006374,0.3071717401737113,,50000.0,50000.0,,,,
tgb_closure_v1,NSW,nsw28,ou,0,53,1309,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,ipp,primary,tgb_other_po_same_group,114,additive_kan_ipp,True,0.4638886949978769,,0.5840480904956086,0.44905452284710257,0.17208556345808657,0.07185422284293723,,,,ou,114.0,114.0,True
tgb_closure_v1,NSW,nsw28,ou,0,53,1309,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,ipp,primary,tgb_other_po_same_group,114,gam_ipp_same_basis,True,5.109072236999054,,0.5840407387076537,0.44906213039579546,0.17211423580509025,0.06691353711732381,,,,ou,114.0,114.0,True
tgb_closure_v1,NSW,nsw28,ou,0,53,1309,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,bce_pos_weight,primary,tgb_other_po_same_group,114,additive_kan_bce,True,0.5961057929962408,,0.5930956908720201,0.46242268742666476,0.18087025118078584,0.10431237740272765,2.150943396226415,,,ou,114.0,114.0,True
tgb_closure_v1,NSW,nsw28,ou,0,53,1309,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,maxnet_default,primary,tgb_other_po_same_group,114,maxnet_bg10k,False,1.2441952839872101,,,,,,,10000.0,114.0,ou,114.0,114.0,True
tgb_closure_v1,NSW,nsw28,ou,0,53,1309,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,maxnet_default,primary,tgb_other_po_same_group,114,maxnet_bg50k,False,1.2297381849930389,,,,,,,50000.0,114.0,ou,114.0,114.0,True
tgb_closure_v1,NSW,nsw39,rt,0,16,1036,0.01,frozen_n_po_lt_30,methodological_closure_full_v1/lambda_star.csv,random_50k,ipp,primary,full_background_50k,50000,additive_kan_ipp,True,5.564967345009791,,0.6214447706479023,0.4792702955872005,0.24818361563952498,0.1440771380608656,,,,,,,
tgb_closure_v1,NSW,nsw39,rt,0,16,1036,0.01,frozen_n_po_lt_30,methodological_closure_full_v1/lambda_star.csv,random_50k,ipp,primary,full_background_50k,50000,gam_ipp_same_basis,True,11.89740302300197,,0.621176817807602,0.47890283201491446,0.2478938008865012,0.14611279116451678,,,,,,,
tgb_closure_v1,NSW,nsw39,rt,0,16,1036,0.01,frozen_n_po_lt_30,methodological_closure_full_v1/lambda_star.csv,random_50k,bce_pos_weight,primary,full_background_50k,50000,additive_kan_bce,True,5.540213539003162,,0.6229243363312984,0.4968321190292221,0.23045141006417,0.19998080858073317,3125.0,,,,,,
tgb_closure_v1,NSW,nsw39,rt,0,16,1036,0.01,frozen_n_po_lt_30,methodological_closure_full_v1/lambda_star.csv,random_50k,maxnet_default,primary,full_background_50k,50000,maxnet_bg10k,True,2.2008590980112785,,0.5215721453314073,0.3941222707358643,0.07001435014459752,0.04390062778261254,,10000.0,10000.0,,,,
tgb_closure_v1,NSW,nsw39,rt,0,16,1036,0.01,frozen_n_po_lt_30,methodological_closure_full_v1/lambda_star.csv,random_50k,maxnet_default,primary,full_background_50k,50000,maxnet_bg50k,True,6.038254831000813,,0.5174596517389751,0.3921454501304078,0.06197346665530403,0.034411560486702575,,50000.0,50000.0,,,,
tgb_closure_v1,NSW,nsw39,rt,0,16,1036,0.01,frozen_n_po_lt_30,methodological_closure_full_v1/lambda_star.csv,tgb,ipp,primary,tgb_other_po_same_group,48,additive_kan_ipp,True,0.4231403820012929,,0.4740202246143809,0.3899080210784809,-0.02838779633732887,-0.039921307334777605,,,,rt,48.0,48.0,True
tgb_closure_v1,NSW,nsw39,rt,0,16,1036,0.01,frozen_n_po_lt_30,methodological_closure_full_v1/lambda_star.csv,tgb,ipp,primary,tgb_other_po_same_group,48,gam_ipp_same_basis,True,0.08504899698891677,,0.4730144306196313,0.38873934488074235,-0.030952025155234705,-0.04224313805853879,,,,rt,48.0,48.0,True
tgb_closure_v1,NSW,nsw39,rt,0,16,1036,0.01,frozen_n_po_lt_30,methodological_closure_full_v1/lambda_star.csv,tgb,bce_pos_weight,primary,tgb_other_po_same_group,48,additive_kan_bce,True,0.4909545779955806,,0.4635351134722028,0.37665369930551895,-0.05106440456808735,-0.05374624957964991,3.0,,,rt,48.0,48.0,True
tgb_closure_v1,NSW,nsw39,rt,0,16,1036,0.01,frozen_n_po_lt_30,methodological_closure_full_v1/lambda_star.csv,tgb,maxnet_default,primary,tgb_other_po_same_group,48,maxnet_bg10k,False,1.1096820590028074,,,,,,,10000.0,48.0,rt,48.0,48.0,True
tgb_closure_v1,NSW,nsw39,rt,0,16,1036,0.01,frozen_n_po_lt_30,methodological_closure_full_v1/lambda_star.csv,tgb,maxnet_default,primary,tgb_other_po_same_group,48,maxnet_bg50k,False,1.127978965989314,,,,,,,50000.0,48.0,rt,48.0,48.0,True
tgb_closure_v1,NSW,nsw43,ru,0,42,909,0.1,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,ipp,primary,full_background_50k,50000,additive_kan_ipp,True,5.34843353900942,,0.6609280637058415,0.33975497924550385,0.3580925945758118,0.17583803440860588,,,,,,,
tgb_closure_v1,NSW,nsw43,ru,0,42,909,0.1,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,ipp,primary,full_background_50k,50000,gam_ipp_same_basis,True,10.939679542003432,,0.6610082304526749,0.33979107941337994,0.35811288941522856,0.1754457059786137,,,,,,,
tgb_closure_v1,NSW,nsw43,ru,0,42,909,0.1,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,bce_pos_weight,primary,full_background_50k,50000,additive_kan_bce,True,5.782569386996329,,0.6466917855806745,0.3524415508072325,0.31563332797404364,0.1942001195122071,1190.4761904761904,,,,,,
tgb_closure_v1,NSW,nsw43,ru,0,42,909,0.1,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,maxnet_default,primary,full_background_50k,50000,maxnet_bg10k,True,2.949637048994191,,0.6877371599593821,0.34862647648575873,0.4051150168020522,0.22188285562439328,,10000.0,10000.0,,,,
tgb_closure_v1,NSW,nsw43,ru,0,42,909,0.1,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,maxnet_default,primary,full_background_50k,50000,maxnet_bg50k,True,11.256038913998054,,0.6896277590722035,0.3502497895486658,0.41226179004610775,0.22406356750528214,,50000.0,50000.0,,,,
tgb_closure_v1,NSW,nsw43,ru,0,42,909,0.1,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,ipp,primary,tgb_other_po_same_group,68,additive_kan_ipp,True,0.41374459299549926,,0.5942961359628026,0.2966026902866771,0.2042252213974866,0.15225547205500733,,,,ru,68.0,68.0,True
tgb_closure_v1,NSW,nsw43,ru,0,42,909,0.1,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,ipp,primary,tgb_other_po_same_group,68,gam_ipp_same_basis,True,3.486200646002544,,0.5942827748383304,0.29658399695110516,0.20363984013594827,0.15266466002612003,,,,ru,68.0,68.0,True
tgb_closure_v1,NSW,nsw43,ru,0,42,909,0.1,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,bce_pos_weight,primary,tgb_other_po_same_group,68,additive_kan_bce,True,0.46040086999710184,,0.5775012025012025,0.2786172071895261,0.16749163009116164,0.123104536422427,1.619047619047619,,,ru,68.0,68.0,True
tgb_closure_v1,NSW,nsw43,ru,0,42,909,0.1,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,maxnet_default,primary,tgb_other_po_same_group,68,maxnet_bg10k,False,1.0956967279926175,,,,,,,10000.0,68.0,ru,68.0,68.0,True
tgb_closure_v1,NSW,nsw43,ru,0,42,909,0.1,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,maxnet_default,primary,tgb_other_po_same_group,68,maxnet_bg50k,False,1.1538885229965672,,,,,,,50000.0,68.0,ru,68.0,68.0,True
tgb_closure_v1,NSW,nsw52,sr,0,186,1008,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,ipp,primary,full_background_50k,50000,additive_kan_ipp,True,5.1296134470030665,,0.7973111901937526,0.4517674349606454,0.6440715398404798,0.3313334001884851,,,,,,,
tgb_closure_v1,NSW,nsw52,sr,0,186,1008,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,ipp,primary,full_background_50k,50000,gam_ipp_same_basis,True,12.684063772001537,,0.7973040008627198,0.45174648268307177,0.6439736453022834,0.32068651972475276,,,,,,,
tgb_closure_v1,NSW,nsw52,sr,0,186,1008,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,bce_pos_weight,primary,full_background_50k,50000,additive_kan_bce,True,5.277459795004688,,0.8090226104460979,0.4269173223044969,0.6552987263044276,0.32716176719466644,268.81720430107526,,,,,,
tgb_closure_v1,NSW,nsw52,sr,0,186,1008,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,maxnet_default,primary,full_background_50k,50000,maxnet_bg10k,True,8.932870017000823,,0.7897695819404005,0.4067739196971516,0.6275724358056992,0.3790607660674569,,10000.0,10000.0,,,,
tgb_closure_v1,NSW,nsw52,sr,0,186,1008,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,random_50k,maxnet_default,primary,full_background_50k,50000,maxnet_bg50k,True,43.51869045000058,,0.7906251123332974,0.41722409258424786,0.6299068532134227,0.3856127101354569,,50000.0,50000.0,,,,
tgb_closure_v1,NSW,nsw52,sr,0,186,1008,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,ipp,primary,tgb_other_po_same_group,489,additive_kan_ipp,True,0.6206309569970472,,0.7923002264639275,0.32390917814845577,0.6021474456949298,0.25712940617516805,,,,sr,489.0,489.0,True
tgb_closure_v1,NSW,nsw52,sr,0,186,1008,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,ipp,primary,tgb_other_po_same_group,489,gam_ipp_same_basis,True,3.851314059997094,,0.7922930371328948,0.3238590897480209,0.602401386160291,0.2535308489258657,,,,sr,489.0,489.0,True
tgb_closure_v1,NSW,nsw52,sr,0,186,1008,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,bce_pos_weight,primary,tgb_other_po_same_group,489,additive_kan_bce,True,0.7069952659949195,,0.7848520795140012,0.30989234645659136,0.5863710903223851,0.24970815875869004,2.629032258064516,,,sr,489.0,489.0,True
tgb_closure_v1,NSW,nsw52,sr,0,186,1008,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,maxnet_default,primary,tgb_other_po_same_group,489,maxnet_bg10k,True,1.6742187560012098,,0.7932851648154139,0.33977226481968403,0.6137783602337792,0.36036898238661963,,10000.0,489.0,sr,489.0,489.0,True
tgb_closure_v1,NSW,nsw52,sr,0,186,1008,1.0,po_random_5fold,methodological_closure_full_v1/lambda_star.csv,tgb,maxnet_default,primary,tgb_other_po_same_group,489,maxnet_bg50k,True,1.6060791589989094,,0.7932851648154139,0.33977226481968403,0.6137783602337792,0.36036898238661963,,50000.0,489.0,sr,489.0,489.0,True
