region,species_id,additive_kan_ipp,gam_ipp_same_basis,maxnet_bg10k,maxnet_bg50k,e2e_cor
NZ,nz17,0.3116773172661479,0.3069992718806595,0.3753056730948222,0.3722319977263786,0.0944096800204388
NZ,nz18,0.2794392113841711,0.2747994307084938,0.2931446149339912,0.2898585423693371,0.1517485417312825
NZ,nz19,0.1155786626848205,0.1150417224075034,0.1406535554496625,0.1403453373947686,0.0481361472004973
NZ,nz20,0.2370841682060576,0.2367089574217696,0.2848015362032588,0.2817980608059797,0.1887812877393906
NZ,nz21,0.1386019906792213,0.1386415600660122,0.1192773878552112,0.1196494036163191,0.0365754145310087
NZ,nz22,0.0810554875805483,0.0740423084610055,0.0540999492070323,0.0567041315342251,0.0874516282096927
NZ,nz23,0.0413600605865642,0.0420049651238288,-0.166947765759541,-0.163779548949639,-0.0584465976323997
NZ,nz24,0.0452807174654594,0.0452456555193703,0.0544695907352461,0.0535505174797171,0.0408344019943662
NZ,nz25,0.1800362828637658,0.1792876534087392,0.1929861363340833,0.1930803812964744,0.0935716611906641
NZ,nz26,0.1532055634687631,0.1538743308189793,0.1532100565699993,0.1532091821221375,0.1125811769180688
NZ,nz27,0.0690442050124216,0.0686829775409737,0.0321571591592931,0.0357171558759061,-0.0427782353971842
NZ,nz28,0.0293328053588257,0.0293553416588403,0.055306839083404,0.0560845364756124,0.0154044202680264
NZ,nz29,0.2091063731685334,0.208742493339973,0.154121176428206,0.1532007657202848,0.0993305121475232
NZ,nz30,0.4377030025726161,0.4227616805394217,0.4807870546940322,0.4797787472599237,0.0672221305785813
NZ,nz31,0.0317108704568664,0.0291322311026442,0.0443047347650824,0.0443135424988149,0.0144851517167378
NZ,nz32,0.1946821980602035,0.1947146125046155,0.1879442152569626,0.1879729222849314,0.1044179979916157
NZ,nz33,0.2100825248169127,0.2095757452148362,0.1810415651121166,0.1812853335832842,0.007604175949935
NZ,nz34,0.0334831530915945,0.0331572658876537,0.0071535100008557,0.00990898070473,-0.0141800326649034
NZ,nz35,0.5031519100444578,0.5047773409922043,0.4782111395426243,0.4836747580986362,-0.1309442970460098
NZ,nz36,0.1873356819393367,0.1886631625399411,0.1734348374412004,0.1724879058261079,0.0124709305860675
NZ,nz37,0.0004996467184301,0.0008342394213761,0.0522556213688941,0.0522264383892487,-0.0219412001606392
NZ,nz38,0.2237648428830906,0.2213229468611094,0.2754313404398804,0.2743560943762695,0.1759768779304758
NZ,nz39,0.0223507532185192,0.0224980467329196,0.022744202633626,0.0223821060200654,0.0014025960664007
NZ,nz40,0.0954642630970183,0.0953387982079799,0.0269140104617632,0.023460056509817,-0.0091860363460832
NZ,nz41,0.0647466616410295,0.0645226888528328,0.0722076375315431,0.0703243367892992,0.0555596292301675
NZ,nz42,0.0639988378127213,0.0635376020941425,0.1110203466600052,0.1131529303539614,-0.0187877683548061
NZ,nz43,0.033767452615654,0.0337666161270706,0.039294497815803,0.0383733694493224,0.0250500955909585
NZ,nz44,0.3983724033420864,0.394414849294948,0.4193570939642668,0.4197731078487374,0.0920421664733325
NZ,nz45,0.1676318567910686,0.1670619779598948,0.2088901732192934,0.2048674257347998,0.1680086798914221
NZ,nz46,0.049691314255898,0.0496240830278478,0.0481948430842481,0.048533317927321,0.0285548061615376
NZ,nz47,0.3459671229915124,0.3394267174679254,0.3169661702907101,0.3203024711511528,0.1117397683062943
NZ,nz48,0.0916590036532756,0.087212673844865,0.1025103150403826,0.1019876505990716,0.0118964409603161
NZ,nz49,0.073732553540021,0.0719392580155077,0.1147669086736031,0.1130460464120369,0.088712678269614
NZ,nz50,0.1917257279007793,0.1917208423935212,0.1970696522645879,0.1974045105024627,0.1236323501668279
NZ,nz51,0.1097486272193697,0.1104386108340941,0.0529613828683566,0.058187914741683,0.0033271259972524
NZ,nz52,0.1675696173046623,0.1675771887878429,0.1760656701934688,0.1752047570997911,0.1126134168671311
SA,sa01,0.0590196782776673,0.0609937906981391,-0.0087112164261014,-0.0193934458885797,0.0941306021557775
SA,sa02,0.1361469352605119,0.13612715345961,0.0904342892756789,0.0946803611233154,0.0270869016320438
SA,sa03,0.2913194166069893,0.2914571653025582,0.232286392834171,0.2302170366209334,0.3877867638226066
SA,sa04,0.3832833593390822,0.3832583512564119,0.2561866806012464,0.241166622922598,0.2952282405730289
SA,sa05,0.3181010712845972,0.3165929297477084,0.2250420326314458,0.2374686440838872,0.3000268178617176
SA,sa06,0.2350028015322356,0.2090718630260568,0.1638050604416431,0.1663287898814928,0.3088242056549054
SA,sa07,0.2913527510513131,0.291537059956403,0.3050572563148723,0.3045134874732531,0.2731088953716415
SA,sa08,0.2502243721603234,0.2478032469440779,0.1970678758254692,0.2074070699446751,0.3636188281267873
SA,sa09,0.1395714966513356,0.1245820701170847,0.2501485286374082,0.2610802061957959,0.0858032222099259
SA,sa10,0.1507158797183632,0.1469796826079565,0.0983856360431346,0.0972849845236881,0.0830033779170322
SA,sa11,0.2348964179246783,0.2347832572131068,0.1330682530179986,0.1354765059377616,0.1685080843981976
SA,sa12,0.1747154410849255,0.1664892353781225,0.1878420669599455,0.1971689958724955,0.2779757653341569
SA,sa13,0.167908255348992,0.1443039985726883,0.2007208982870161,0.2108201796041268,0.0979005802612094
SA,sa14,0.2667812934340145,0.2667715699973666,0.2597402625525586,0.2586165391096001,0.2615295117292095
SA,sa15,-0.0003610000691071,0.0273546531167157,0.1002804163404067,0.1024722019832063,0.0724944184624627
SA,sa16,0.0728617466336619,0.0736467956321941,0.0825422716514604,0.0843094973590562,0.0980027664479449
SA,sa17,0.1706861492098385,0.1613141998115967,0.1791914566908222,0.1837456098827585,0.2242714820757997
SA,sa18,0.3100487130516667,0.3094014017680139,0.2714372017225416,0.2725407486379091,0.122938423305858
SA,sa19,0.2466941342216242,0.2467965773427657,0.1808269192724345,0.1970523202115551,0.2509201551971917
SA,sa20,0.2139940797240559,0.2139878260889662,0.1292160256499775,0.1296691264821929,0.162169498452852
SA,sa21,0.2441860519573594,0.2441280422752592,0.2837605393377869,0.2862180469905841,0.2335936854046472
SA,sa22,0.3059234032823166,0.3062250076900572,0.2874914224823131,0.2930427637137466,0.2556299355187543
SA,sa23,0.2916698510679725,0.2916117547580911,0.2665634298359819,0.2726491330303902,0.1789470948588378
SA,sa24,0.2280366168181369,0.2257298598316171,0.2921377898318119,0.2933969603479696,0.1186149845035929
SA,sa25,0.1500503384841761,0.1500662552826888,0.1226006619864605,0.1150641693359308,0.1364641119790449
SA,sa26,0.1997715063500352,0.1998034590957197,0.1258761686860568,0.1229637873003063,0.2362872023788426
SA,sa27,0.2915625391603502,0.291664255690729,0.2571201521318816,0.2529430887659043,0.4528678567694016
SA,sa28,0.1406760012447056,0.1407268603253036,0.0893904697439409,0.0919971762650525,0.0715337072631137
SA,sa29,0.2151344897282045,0.2151415078563718,0.1943859575568707,0.2039656128607146,0.1677095775845209
SA,sa30,0.1642059089803826,0.1644393755643247,0.1397621493102394,0.1434065180974597,0.0342733773319988
SWI,swi01,0.1139278693602068,0.1139226954309758,0.1156677121998341,0.1157364605239181,0.1044928316702698
SWI,swi02,0.1420530767928366,0.14193535799973,0.1396620376281408,0.1432814500365281,0.1278151552647687
