region,species_id,n_presence,lambda_s,additive_kan_ipp,gam_ipp_same_basis,maxnet_bg10k,deep2_rphi,deep2_rx,deep3_rphi,deep3_rx,e2e_auc,remediation,failed
NZ,nz40,19,0.01,0.6401651805452251,0.639761964870473,0.5325719315836578,0.7189513723482701,0.7290370135098364,0.6572487822049068,0.5979850601395141,0.49890181295874,primary,False
NZ,nz41,20,0.01,0.9828878406708594,0.9828223270440252,0.9820296121593292,0.9646117225716283,0.9344492487770789,0.9189583333333333,0.7990443745632424,0.7481236897274632,primary,False
NZ,nz42,27,0.01,0.5577907429692672,0.5578059506491456,0.5791708463621587,0.545053993170506,0.4955874444277976,0.5392237854127634,0.5178183187029224,0.4855117013752962,primary,False
NZ,nz43,137,1.0,0.6712831216234156,0.6713098944592502,0.717462916833532,0.6664710762270976,0.6672010078485312,0.6555113184022715,0.6263385953111097,0.6124620857600864,primary,False
NZ,nz44,65,1.0,0.8511004330486581,0.8508213987054632,0.8736289280015452,0.850435788592654,0.8373253300907728,0.7989675641506825,0.7802792282237396,0.5668021891674183,primary,False
NZ,nz45,26,0.01,0.8893487690658288,0.8925110852307141,0.8949211751253726,0.9010457316264041,0.9044266600571028,0.8711491066879052,0.8259963467330588,0.8169593923155698,primary,False
NZ,nz46,36,0.1,0.8986471691466978,0.8986328887365646,0.902167290244576,0.8906041248171315,0.9075383111669635,0.8991922048001219,0.88045551334901,0.6533644646274241,R2,False
NZ,nz47,87,1.0,0.809323955018786,0.8091637915226717,0.7946266954124,0.7803729923131666,0.768556305838473,0.7727459666824421,0.745563428358602,0.5901282506341866,primary,False
NZ,nz48,43,0.0001,0.6722337056888787,0.6723344623883508,0.6398573018589888,0.6636899941563582,0.6727590431811459,0.6697665342432821,0.602592974380753,0.5119957236709571,primary,False
NZ,nz49,37,0.001,0.8972765464595945,0.8974900763358777,0.9241787838904976,0.8495751513556198,0.8910631218741774,0.8537422830569449,0.7443808721593402,0.7728012634903921,primary,False
NZ,nz50,131,0.1,0.7907065059774986,0.7906581607369009,0.801942123627278,0.7821897626484097,0.7693408953251474,0.7660771322476018,0.6994714579058506,0.6619173687970745,primary,False
NZ,nz51,42,0.01,0.6987897230151581,0.6992022989193446,0.5886688707788873,0.6922324859627033,0.7129129290658366,0.720700766677188,0.6174317937786533,0.5030610485775289,R1,False
NZ,nz52,174,1.0,0.8485212171503579,0.8485253904591368,0.85788262811694,0.8407347611549065,0.8434451149237038,0.7513496043848858,0.722862016338989,0.697819688797335,primary,False
SA,sa01,120,0.001,0.5557177615571776,0.5581508515815086,0.4807785888077859,0.5479318734793187,0.5816707218167073,0.556366585563666,0.624168694241687,0.5868613138686132,primary,False
SA,sa02,150,1.0,0.5915065722952477,0.5915065722952477,0.5473542298618133,0.6428491180766206,0.6346477923828783,0.6168969778676553,0.5764520840355015,0.5369059656218402,primary,False
SA,sa03,28,0.01,0.8776041666666667,0.8776041666666667,0.7960069444444444,0.8880208333333334,0.8585069444444445,0.810763888888889,0.7754629629629629,0.8741319444444444,primary,False
SA,sa04,60,0.1,0.947940947940948,0.947940947940948,0.923076923076923,0.9383579383579382,0.9500129500129502,0.9396529396529396,0.8653198653198654,0.7995337995337995,primary,False
SA,sa05,61,0.01,0.9152709359605912,0.9152709359605912,0.8955665024630541,0.9300492610837439,0.9412151067323481,0.9198686371100164,0.852545155993432,0.8906403940886699,primary,False
SA,sa06,32,0.001,0.9379310344827586,0.9369458128078818,0.916256157635468,0.9313628899835797,0.935632183908046,0.9034482758620689,0.8627257799671592,0.8522167487684729,primary,False
SA,sa07,17,0.01,0.8854166666666666,0.8854166666666666,0.8958333333333334,0.7401620370370369,0.8654513888888888,0.7699652777777777,0.8579282407407408,0.8385416666666667,primary,False
SA,sa08,35,0.01,0.9869791666666666,0.9869791666666666,0.9670138888888888,0.9701967592592592,0.976851851851852,0.9435763888888888,0.8958333333333334,0.8845486111111112,primary,False
SA,sa09,49,0.0001,0.8584507042253521,0.8661971830985915,0.8126760563380282,0.8669014084507043,0.8288732394366197,0.8584507042253521,0.7089201877934274,0.5802816901408451,primary,False
SA,sa10,99,0.0001,0.6114381833473507,0.610036445192038,0.5663022147462854,0.6127464722923092,0.6066722736192879,0.6231193346416223,0.5804130455097655,0.5514437902999719,primary,False
SA,sa11,35,0.01,0.8359375,0.8350694444444445,0.6536458333333333,0.8538773148148149,0.8035300925925926,0.8446180555555555,0.7696759259259259,0.6536458333333333,primary,False
SA,sa12,203,0.001,0.7897810218978101,0.7907542579075425,0.7839416058394161,0.7712895377128953,0.7782643957826441,0.778102189781022,0.8147607461476074,0.7717761557177616,primary,False
SA,sa13,86,0.0001,0.8717948717948718,0.8694638694638694,0.8756798756798756,0.8518518518518517,0.8622118622118622,0.8712768712768714,0.8041958041958042,0.6138306138306139,primary,False
SA,sa14,81,0.1,0.8748768472906403,0.8748768472906403,0.8502463054187192,0.8600985221674877,0.8206896551724139,0.8292282430213463,0.8331691297208539,0.7793103448275861,primary,False
SA,sa15,88,0.0001,0.6472019464720196,0.6476885644768857,0.6233576642335766,0.6416869424168695,0.6392538523925386,0.6108678021086781,0.5388483373884834,0.5523114355231143,R1,False
SA,sa16,37,0.0001,0.7960591133004926,0.7980295566502463,0.7330049261083743,0.80623973727422,0.7940886699507389,0.7911330049261084,0.7382594417077176,0.6216748768472906,primary,False
SA,sa17,37,0.001,0.8420373952288847,0.8401031592520954,0.8704061895551256,0.8224801203524609,0.851063829787234,0.8368794326241135,0.7524177949709864,0.7169568020631849,primary,False
SA,sa18,123,0.01,0.7732489117530669,0.7740403640680649,0.7142857142857142,0.7006991162115815,0.7203535153673658,0.7158686189157103,0.6129798179659676,0.6050652948159874,primary,False
SA,sa19,36,1.0,0.8181818181818181,0.8166278166278167,0.8018648018648019,0.8417508417508418,0.8487438487438488,0.7943537943537944,0.7940947940947941,0.7925407925407926,primary,False
SA,sa20,54,0.1,0.7633802816901408,0.7633802816901408,0.652112676056338,0.8185446009389672,0.7215962441314554,0.6532863849765258,0.6657276995305164,0.6978873239436619,R1,False
SA,sa21,27,0.01,0.7769784172661871,0.7769784172661871,0.7985611510791367,0.773104593248478,0.707802988378528,0.7446965504519462,0.7533665375391995,0.6458218040951853,primary,False
SA,sa22,57,1.0,0.8716956802063186,0.8716956802063186,0.8768536428110896,0.8753492370513648,0.8914678701912745,0.8884590586718247,0.8347302815387923,0.7865892972275951,primary,False
SA,sa23,55,1.0,0.8602430555555556,0.8602430555555556,0.8854166666666666,0.8697916666666666,0.8660300925925926,0.8350694444444443,0.828414351851852,0.7092013888888888,primary,False
SA,sa24,138,0.0001,0.7237368229734642,0.72264631043257,0.7546346782988004,0.7022900763358778,0.693565976008724,0.7415485278080697,0.764933963407246,0.6535805161759359,primary,False
SA,sa25,66,1.0,0.6876456876456876,0.6876456876456876,0.6643356643356643,0.7264957264957265,0.6392126392126393,0.7448847448847449,0.6977466977466977,0.6612276612276612,R1,False
SA,sa26,216,0.01,0.6391111111111111,0.6391111111111111,0.5943703703703704,0.6948148148148148,0.6592592592592591,0.6837530864197531,0.6539259259259259,0.6746666666666666,primary,False
SA,sa27,38,0.01,0.8733488733488735,0.8733488733488735,0.8205128205128205,0.8824138824138824,0.8730898730898732,0.8622118622118622,0.8811188811188811,0.8717948717948717,primary,False
SA,sa28,43,0.1,0.6901408450704225,0.6901408450704225,0.6676056338028169,0.719718309859155,0.7173708920187792,0.7328638497652582,0.7070422535211268,0.6007042253521127,primary,False
SA,sa29,61,0.1,0.7894327894327895,0.7894327894327895,0.7692307692307693,0.7492877492877493,0.7617197617197617,0.7604247604247604,0.6477596477596478,0.6643356643356644,primary,False
SA,sa30,88,1.0,0.7389162561576355,0.7389162561576355,0.6699507389162562,0.6489326765188834,0.6315270935960591,0.5917898193760261,0.509031198686371,0.567487684729064,primary,False
SWI,swi01,482,1.0,0.83480039473858,0.8348041685299761,0.8185966779314339,0.8369973702963621,0.8380961725578695,0.8460626461951062,0.8313844845598469,0.7969624753052525,primary,False
SWI,swi02,1245,0.1,0.753374184389324,0.7534425765180116,0.7328938505804696,0.7530889869099308,0.7490514334138151,0.7534051565822818,0.7408500197462122,0.725027719537006,primary,False
SWI,swi03,291,0.1,0.6902086207855991,0.6895251562051878,0.6901658150707508,0.6908017177457749,0.7116835344964122,0.6925805330072489,0.721045857762317,0.7441473886373657,primary,False
SWI,swi04,710,0.01,0.869870203994272,0.8697215696466579,0.851857419741699,0.8708254274016055,0.870686702010499,0.8622295491877768,0.8663998043122646,0.8519092294285816,primary,False
SWI,swi05,91,0.001,0.9845660452996592,0.984325516135498,0.987704378203476,0.9755061134495892,0.9846777195544485,0.977527703805515,0.9751825444549437,0.957789995132148,primary,False
SWI,swi06,5822,0.01,0.709727216069802,0.7096555396692452,0.6841856479875617,0.7061109340743185,0.708007468132594,0.7084018841728167,0.7000565891057512,0.6847410108393518,primary,False
SWI,swi07,857,0.01,0.9099135904365198,0.9099554564267056,0.8984321876774128,0.9096510462050243,0.9095538189604168,0.9111063877686286,0.9128661395539139,0.905277967171543,primary,False
SWI,swi08,1452,0.01,0.8513623316871385,0.8514117966738424,0.8329519033247507,0.8532834784892529,0.8538332360155522,0.8522824537212913,0.8430091977028313,0.8414341592447201,primary,False
SWI,swi09,937,1.0,0.7921151840427803,0.7921114807655144,0.7806286279492396,0.7922088881796553,0.7897012083681498,0.7917805424425873,0.7847038040288514,0.7726271924243067,primary,False
SWI,swi10,2830,0.1,0.7574691820943156,0.7575382655415321,0.7335492078177402,0.7590926148835434,0.7580055383025668,0.7548893894428641,0.7568703177832927,0.7488121626149845,primary,False
SWI,swi11,749,0.1,0.8591926919583596,0.8587259445570072,0.8425537778398814,0.860423119619305,0.856344982934447,0.8578264126629249,0.8446048140643964,0.8400706040351816,primary,False
SWI,swi12,37,1.0,0.7068497948563994,0.7031522065445812,0.6977184028820174,0.6758430901631142,0.6797775109243137,0.6746305747356484,0.6619383568497949,0.6040778544981487,primary,False
SWI,swi13,3357,0.001,0.7470626945003549,0.7470607161686621,0.7256081818763056,0.7464674264839203,0.74701726780823,0.7475404616041339,0.7440692688262915,0.7342890788626858,primary,False
SWI,swi14,2142,0.1,0.8009316190275718,0.8008746942983602,0.7790617718189771,0.7982626451929536,0.7984540918468624,0.7981667521103457,0.7975578574422197,0.7895781345664384,primary,False
SWI,swi15,297,1.0,0.7815492836455439,0.7815598593730406,0.7746357794991033,0.781679465814968,0.779614177316676,0.780952510451085,0.7640620664266481,0.7523270377538362,primary,False
SWI,swi16,734,0.1,0.8372339837488254,0.8373195301004709,0.8243075351858725,0.8397041236851087,0.8380544390659918,0.8374907982834577,0.8338671425676013,0.8185392104993011,primary,False
SWI,swi17,458,0.01,0.9826809717845266,0.9827274734539032,0.9864636651344534,0.9786982208929658,0.9821542874093105,0.9681430110332738,0.9810850835580355,0.9598121867828204,primary,False
SWI,swi18,382,0.01,0.9304557463163652,0.9321464057120412,0.938835871248007,0.9071741982526004,0.9088584390476852,0.924316996711109,0.9036401167671819,0.9173348429881923,primary,False
SWI,swi19,36,0.1,0.8807021054738106,0.8655825073991763,0.9079026363186332,0.9055169944071707,0.8856015363604127,0.8428548357084426,0.8211207426210111,0.5551594114363355,R2,False
SWI,swi20,613,1.0,0.7568833089275258,0.7569230804194719,0.7402539012045838,0.7559217226333628,0.7569298983895196,0.7554358791380974,0.7528968165887777,0.7264997829612868,primary,False
SWI,swi21,426,0.1,0.7259040760036777,0.7257253039125549,0.6863270361776338,0.727795016515136,0.7116410730703561,0.7274709160914338,0.7010938237282859,0.6384995731360272,primary,False
SWI,swi22,560,0.1,0.8566733845952643,0.8568472012170515,0.8522150720808028,0.8546466417995254,0.8590483195304679,0.857142484545597,0.8541393506300433,0.8422108356499567,primary,False
SWI,swi23,986,1.0,0.7651976830844409,0.765186205421859,0.7306721665110106,0.7709494857063793,0.7682476491755473,0.7769464857912828,0.7650380177919492,0.7041884427799213,primary,False
SWI,swi24,293,0.001,0.6492013169125717,0.6503767094182897,0.5620175662243703,0.6517815639630052,0.651912737914445,0.6588160596330332,0.639771449404421,0.5919041654195905,primary,False
SWI,swi25,279,0.1,0.9699331599647532,0.9699142470287349,0.9659279159234028,0.9661240659946845,0.966399593085316,0.9643107166140114,0.9614170374031965,0.9425923617528852,primary,False
SWI,swi26,89,0.0001,0.82840010554954,0.8281544298959973,0.793468667255075,0.8351986484806022,0.8132986354385613,0.8066714588584271,0.7938295981534896,0.6826052538193466,primary,False
SWI,swi27,468,1.0,0.7111367225895897,0.7111319381574939,0.7097221254999068,0.7161143039811968,0.6983496190085843,0.6992747864149772,0.7116388221578746,0.6786126848053348,primary,False
SWI,swi28,5528,0.01,0.8115146021008481,0.8113904938202734,0.776234934565655,0.8111792905765401,0.8120208228565499,0.8065452069006328,0.8076376102459832,0.7969161358815374,primary,False
SWI,swi29,154,0.1,0.6711015837788763,0.6711167154241905,0.6530384343790983,0.684734859948216,0.6753182689397761,0.6420027573220349,0.6268337872826928,0.6223000100877636,primary,False
SWI,swi30,2800,0.01,0.7179860969095292,0.7179186264849691,0.6891910985517484,0.7178450881117784,0.7186437850779073,0.7185730870210968,0.7190646683233458,0.7181270798862222,primary,False
