region,taxon_group,species_id,split_id,seed,estimand,n_presence,n_PA_test,categorical_encoding,weight_decay,lambda_r,basis_df,knots,background_scheme,n_background,integration_support,model,objective,lambda_s,lambda_selection,converged,runtime_s,auc_roc,auprc,prg,cor,artifact_path,skip_reason,maxnet_bg_n,pos_weight
CAN,bird,can06,pa_holdout,0,global_conditional_density,27,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.7289,0.884149669765834,0.02065329591135826,0.780970210699891,0.053886066215922124,,,,
CAN,bird,can06,pa_holdout,0,global_conditional_density,27,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7041,0.8775176943650953,0.02079054416491678,0.7497967082653779,0.06658888916905946,,,,1851.851851851852
CAN,bird,can07,pa_holdout,0,global_conditional_density,221,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,10.0187,0.6587635887045915,0.03303998307604954,0.31577593278181454,0.06393148625536815,,,10000.0,
CAN,bird,can07,pa_holdout,0,global_conditional_density,221,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.7919,0.6681587824655671,0.034467260528602446,0.34323948222230305,0.06433774494731999,,,,
CAN,bird,can07,pa_holdout,0,global_conditional_density,221,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.5308,0.6681271452657883,0.03446864178525726,0.34273025321714534,0.06485217637530458,,,,
CAN,bird,can07,pa_holdout,0,global_conditional_density,221,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7061,0.6561440285629077,0.032387324088673626,0.30216963070390324,0.06812087768337381,,,,226.2443438914027
CAN,bird,can08,pa_holdout,0,global_conditional_density,322,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,13.4711,0.5380771319149483,0.19187680400736168,0.06966239500631412,0.08606205676820594,,,10000.0,
CAN,bird,can08,pa_holdout,0,global_conditional_density,322,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.7308,0.5416822545510626,0.19420782396738254,0.08025454687978376,0.07655313149148131,,,,
CAN,bird,can08,pa_holdout,0,global_conditional_density,322,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.6205,0.5417464802760518,0.19424113395113624,0.08036443406286325,0.07640712503217878,,,,
CAN,bird,can08,pa_holdout,0,global_conditional_density,322,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7534,0.5322933788707325,0.18791262512701729,0.06118646356451651,0.06985535609838783,,,,155.27950310559007
CAN,bird,can09,pa_holdout,0,global_conditional_density,119,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,6.4353,0.6999085375200553,0.021496653870504194,0.45263867207228525,0.04884179320094536,,,10000.0,
CAN,bird,can09,pa_holdout,0,global_conditional_density,119,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.7842,0.7124999574197021,0.02181946934970835,0.46914572568473434,0.05013903261097537,,,,
CAN,bird,can09,pa_holdout,0,global_conditional_density,119,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.6497,0.7121329152515814,0.021757814947145196,0.46846924892033415,0.04922635176893969,,,,
CAN,bird,can09,pa_holdout,0,global_conditional_density,119,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7524,0.7367328307722704,0.023879268074013638,0.512146011259629,0.051659379743995225,,,,420.16806722689074
CAN,bird,can10,pa_holdout,0,global_conditional_density,234,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,10.2662,0.6772134244556307,0.12124010943310298,0.34098587068229885,0.13801540231351375,,,10000.0,
CAN,bird,can10,pa_holdout,0,global_conditional_density,234,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.7321,0.6698061370723242,0.11962541552342418,0.33201739094918514,0.13470346743125536,,,,
CAN,bird,can10,pa_holdout,0,global_conditional_density,234,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.53,0.6697050767794174,0.11958933448874476,0.3318128519864962,0.13499394835627776,,,,
CAN,bird,can10,pa_holdout,0,global_conditional_density,234,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.9241,0.674514442500054,0.12139534593047885,0.34223003254050094,0.11006617271050026,,,,213.67521367521368
CAN,bird,can11,pa_holdout,0,global_conditional_density,478,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,18.8151,0.6012407888317085,0.3526428738750312,0.21738261627647834,0.18677892330543583,,,10000.0,
CAN,bird,can11,pa_holdout,0,global_conditional_density,478,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.6815,0.5955062493874792,0.35052439877093106,0.205142748616031,0.15590788214636558,,,,
CAN,bird,can11,pa_holdout,0,global_conditional_density,478,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.6296,0.5955489716171045,0.35054208419008726,0.20523534060330345,0.14654869018432856,,,,
CAN,bird,can11,pa_holdout,0,global_conditional_density,478,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7224,0.5896126528129426,0.3491666056306393,0.1928143376438522,0.14169383135233546,,,,104.60251046025104
CAN,bird,can12,pa_holdout,0,global_conditional_density,312,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,12.8464,0.511525718437191,0.14734118171598837,0.06502672998022631,-0.05457623087437277,,,10000.0,
CAN,bird,can12,pa_holdout,0,global_conditional_density,312,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.7091,0.5300757309881022,0.14851673465176335,0.06232602216535538,0.03651725290400985,,,,
CAN,bird,can12,pa_holdout,0,global_conditional_density,312,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.2814,0.5300773315708704,0.1485154319238774,0.06233490613788558,0.03647354099991497,,,,
CAN,bird,can12,pa_holdout,0,global_conditional_density,312,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7815,0.5438661569266,0.14986307026051135,0.09569230328215932,0.07349384729349137,,,,160.25641025641025
CAN,bird,can13,pa_holdout,0,global_conditional_density,39,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,2.6076,0.3582614514438328,0.03596174753726602,-0.4334001223031789,-0.11268460162429227,,,10000.0,
CAN,bird,can13,pa_holdout,0,global_conditional_density,39,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.683,0.3832927707075892,0.03767640111918518,-0.3548899956357146,-0.09940030352955981,,,,
CAN,bird,can13,pa_holdout,0,global_conditional_density,39,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.2616,0.3832918857048457,0.03767635704349524,-0.35491305891709735,-0.09940072167575563,,,,
CAN,bird,can13,pa_holdout,0,global_conditional_density,39,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.8477,0.3805040287291557,0.037083089101905345,-0.3642432224340502,-0.09471322509272508,,,,1282.051282051282
CAN,bird,can14,pa_holdout,0,global_conditional_density,18,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,1.7902,0.30173249947075015,0.01812414947971669,-0.5702061637919044,-0.1179635870786585,,,10000.0,
CAN,bird,can14,pa_holdout,0,global_conditional_density,18,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.6562,0.38916810740244157,0.023977612126731718,-0.21678591095102903,-0.07541399645450146,,,,
CAN,bird,can14,pa_holdout,0,global_conditional_density,18,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.5861,0.3892697233787313,0.0239826627093678,-0.2163820629803478,-0.07465309512768671,,,,
CAN,bird,can14,pa_holdout,0,global_conditional_density,18,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7179,0.44435193352621555,0.025300620902515863,-0.09160975999364605,-0.03952205439077656,,,,2777.777777777778
CAN,bird,can15,pa_holdout,0,global_conditional_density,721,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,27.5062,0.6958828287282062,0.317839566056139,0.41381533839061496,0.23434824979851435,,,10000.0,
CAN,bird,can15,pa_holdout,0,global_conditional_density,721,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.7147,0.6810392350826662,0.3045430499450116,0.3840285569517359,0.1960235486918159,,,,
CAN,bird,can15,pa_holdout,0,global_conditional_density,721,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.636,0.6812040089730909,0.3045971817569104,0.3842614621194167,0.19364489279960928,,,,
CAN,bird,can15,pa_holdout,0,global_conditional_density,721,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7879,0.6763520120022962,0.30535415925514087,0.3793053088651688,0.11258406092563733,,,,69.34812760055479
CAN,bird,can16,pa_holdout,0,global_conditional_density,57,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,3.2897,0.5023306279386758,0.021398572974684813,-0.04147481441479328,-0.017586510348227287,,,10000.0,
CAN,bird,can16,pa_holdout,0,global_conditional_density,57,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.6434,0.4970595482819708,0.023194556010960838,0.04538793412859903,-0.02710594463336866,,,,
CAN,bird,can16,pa_holdout,0,global_conditional_density,57,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.5805,0.49709440169782754,0.023200350307937264,0.045704383846169996,-0.02689087261918865,,,,
CAN,bird,can16,pa_holdout,0,global_conditional_density,57,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7532,0.541291196959539,0.026255339785279653,0.1523486133765749,0.004126015301303595,,,,877.1929824561404
CAN,bird,can17,pa_holdout,0,global_conditional_density,313,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,12.7336,0.3872319258161708,0.14916940252452046,-0.2684732188285343,-0.07936295887651587,,,10000.0,
CAN,bird,can17,pa_holdout,0,global_conditional_density,313,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.6491,0.47040202633165473,0.17681246075203771,-0.04538939852027006,-0.01634963136745128,,,,
CAN,bird,can17,pa_holdout,0,global_conditional_density,313,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.645,0.47050303843548924,0.17683816475534975,-0.04519074155471123,-0.016682135263080933,,,,
CAN,bird,can17,pa_holdout,0,global_conditional_density,313,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7392,0.47254765110179925,0.17599362899002102,-0.04818611959751319,0.02315396939252757,,,,159.7444089456869
CAN,bird,can18,pa_holdout,0,global_conditional_density,612,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,23.5992,0.7924747422872936,0.2405183918786357,0.637498383071196,0.23399319019234602,,,10000.0,
CAN,bird,can18,pa_holdout,0,global_conditional_density,612,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.6577,0.7808774181386137,0.21529387763711982,0.6032403408151733,0.19794281313923437,,,,
CAN,bird,can18,pa_holdout,0,global_conditional_density,612,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.6597,0.7810233468229564,0.21548109525926323,0.6035819001704419,0.20367309180212825,,,,
CAN,bird,can18,pa_holdout,0,global_conditional_density,612,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.8703,0.7778743029744468,0.21655336739961173,0.6014043450698521,0.14045297499376763,,,,81.69934640522875
CAN,bird,can19,pa_holdout,0,global_conditional_density,109,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,5.5332,0.5015080428954424,0.0016951840604526962,-0.09988789566737656,0.008885573297960822,,,10000.0,
CAN,bird,can19,pa_holdout,0,global_conditional_density,109,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.7083,0.46411201622327625,0.0014553345232224514,-0.25957073344099985,0.004638246931534019,,,,
CAN,bird,can19,pa_holdout,0,global_conditional_density,109,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.534,0.46409483054925416,0.001455261928480992,-0.2589877291467488,0.004706682965632986,,,,
CAN,bird,can19,pa_holdout,0,global_conditional_density,109,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7264,0.5181409110698655,0.0016340234675664696,-0.09303711874334705,0.006312639146217469,,,,458.7155963302752
CAN,bird,can20,pa_holdout,0,global_conditional_density,380,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,15.228,0.6007668865100315,0.0813705981456199,0.24357110467890425,0.03556973244552085,,,10000.0,
CAN,bird,can20,pa_holdout,0,global_conditional_density,380,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.6762,0.6239813502920393,0.08791055752750022,0.29504426163238495,0.05735019966665464,,,,
CAN,bird,can20,pa_holdout,0,global_conditional_density,380,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,2.6753,0.623964157546461,0.08789489323045266,0.29502594776008917,0.057580659837646715,,,,
CAN,bird,can20,pa_holdout,0,global_conditional_density,380,14571,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.7175,0.5870750751527658,0.0752466955807925,0.18782350036252318,0.043232787033946514,,,,131.57894736842104
NSW,ba,nsw01,pa_holdout,0,global_conditional_density,26,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,1.9005,0.699462962962963,0.33173131300295133,0.43110117732325015,0.27156582552010966,,,10000.0,
NSW,ba,nsw01,pa_holdout,0,global_conditional_density,26,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,6.7692,0.701574074074074,0.31694899233211604,0.42554926551953354,0.27093932460845244,,,,
NSW,ba,nsw01,pa_holdout,0,global_conditional_density,26,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,3.8861,0.7016296296296296,0.31715853117221066,0.4258624275162197,0.2701436760854407,,,,
NSW,ba,nsw01,pa_holdout,0,global_conditional_density,26,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,7.0146,0.6899259259259259,0.3036788367377573,0.40912809739137873,0.24617972995484072,,,,1923.076923076923
NSW,ba,nsw02,pa_holdout,0,global_conditional_density,6,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_l,True,1.2554,0.6402174810168373,0.3533446339562481,0.3515860021850254,0.16730868238971955,,,10000.0,
NSW,ba,nsw02,pa_holdout,0,global_conditional_density,6,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,6.6137,0.7252909376031693,0.33974593460151126,0.4828309225104949,0.2813322657485853,,,,
NSW,ba,nsw02,pa_holdout,0,global_conditional_density,6,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,4.1391,0.725249669858039,0.33976868880965105,0.4830796117940953,0.2805826795429968,,,,
NSW,ba,nsw02,pa_holdout,0,global_conditional_density,6,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,6.6198,0.7291288379002971,0.3064384604565535,0.4633636329032652,0.30329986378805585,,,,8333.333333333334
NSW,ba,nsw03,pa_holdout,0,global_conditional_density,12,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,1.5378,0.6614623991673172,0.09221969144398907,0.45783886145493036,0.09963608987360763,,,10000.0,
NSW,ba,nsw03,pa_holdout,0,global_conditional_density,12,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,6.6221,0.7258218405759389,0.09110305821011684,0.5284671921229931,0.1398088760598985,,,,
NSW,ba,nsw03,pa_holdout,0,global_conditional_density,12,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,4.0267,0.7275565964090553,0.09126942506394503,0.5295703735988342,0.14051228809105976,,,,
NSW,ba,nsw03,pa_holdout,0,global_conditional_density,12,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,6.5687,0.7017954722872756,0.0734857565149238,0.4614369526821025,0.11976362175258692,,,,4166.666666666667
NSW,ba,nsw04,pa_holdout,0,global_conditional_density,49,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,2.5947,0.8520011947431302,0.09259844198950311,0.6787432670916311,0.17007751606528795,,,10000.0,
NSW,ba,nsw04,pa_holdout,0,global_conditional_density,49,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,6.71,0.8494623655913978,0.08614861127720065,0.638767366611626,0.1352347584034653,,,,
NSW,ba,nsw04,pa_holdout,0,global_conditional_density,49,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,4.1036,0.8497610513739545,0.08623437266867726,0.6408595435217009,0.1337714980202241,,,,
NSW,ba,nsw04,pa_holdout,0,global_conditional_density,49,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,6.6943,0.8322879330943848,0.06572655003161643,0.6025100332173405,0.14386629163963943,,,,1020.4081632653061
NSW,ba,nsw05,pa_holdout,0,global_conditional_density,22,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,1.8594,0.5593867924528302,0.08079446291995551,0.12455321823544209,0.058415233708990315,,,10000.0,
NSW,ba,nsw05,pa_holdout,0,global_conditional_density,22,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,6.5988,0.5532075471698114,0.08317094687936676,0.14301815419824573,0.050874607076625784,,,,
NSW,ba,nsw05,pa_holdout,0,global_conditional_density,22,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,4.0856,0.5534905660377358,0.08316090502811843,0.14441548940046353,0.05173252072167926,,,,
NSW,ba,nsw05,pa_holdout,0,global_conditional_density,22,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,6.5642,0.5676415094339623,0.1060507803956428,0.18010141623179696,0.07306600226483094,,,,2272.7272727272725
NSW,ba,nsw06,pa_holdout,0,global_conditional_density,44,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,2.4504,0.47666263939229814,0.311859046391992,-0.028787725505102748,-0.0475650695818869,,,10000.0,
NSW,ba,nsw06,pa_holdout,0,global_conditional_density,44,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,6.5863,0.49400769348275914,0.32454232416196416,0.012421390586577197,-0.012930724012294597,,,,
NSW,ba,nsw06,pa_holdout,0,global_conditional_density,44,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,4.071,0.49393825771778527,0.32454541360615746,0.01218785355005206,-0.01304044771704643,,,,
NSW,ba,nsw06,pa_holdout,0,global_conditional_density,44,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,6.5942,0.5019928064547488,0.3392999709785351,0.013969252050583848,0.009234768733077763,,,,1136.3636363636363
NSW,ba,nsw07,pa_holdout,0,global_conditional_density,28,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,2.0545,0.7640425164189423,0.21661712957162801,0.5959982185271825,0.23234395553362858,,,10000.0,
NSW,ba,nsw07,pa_holdout,0,global_conditional_density,28,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,6.6355,0.7426114759764949,0.20334585987462298,0.5583755496685794,0.19528350759130544,,,,
NSW,ba,nsw07,pa_holdout,0,global_conditional_density,28,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,4.135,0.7395005184929139,0.20294563067357113,0.5549485273273826,0.19588943750094048,,,,
NSW,ba,nsw07,pa_holdout,0,global_conditional_density,28,570,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,6.5955,0.724982716902869,0.1625586407179057,0.5046251221177933,0.16194199889809163,,,,1785.7142857142858
NSW,db,nsw08,pa_holdout,0,global_conditional_density,129,702,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,5.2627,0.8504398826979472,0.16730876197296393,0.7392834754239106,0.2091570718511962,,,10000.0,
NSW,db,nsw08,pa_holdout,0,global_conditional_density,129,702,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,6.6984,0.86158357771261,0.2151526482035422,0.7555775547868918,0.21040533818754195,,,,
NSW,db,nsw08,pa_holdout,0,global_conditional_density,129,702,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,3.9458,0.8618768328445747,0.2149156281985305,0.7555270861576213,0.20789174274285702,,,,
NSW,db,nsw08,pa_holdout,0,global_conditional_density,129,702,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,6.6191,0.854692082111437,0.1320838169005543,0.7525836604799686,0.16808730771827426,,,,387.5968992248062
NSW,db,nsw09,pa_holdout,0,global_conditional_density,426,702,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,13.4485,0.5636571428571429,0.1390226495693579,0.1567592859314707,0.07156088076910952,,,10000.0,
NSW,db,nsw09,pa_holdout,0,global_conditional_density,426,702,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,6.8049,0.5860363636363636,0.13800549984972482,0.18075983114493716,0.10115899453530953,,,,
NSW,db,nsw09,pa_holdout,0,global_conditional_density,426,702,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,4.0789,0.585974025974026,0.1378914795524286,0.18175305483693246,0.10058315951927595,,,,
