region,taxon_group,species_id,split_id,seed,estimand,n_presence,n_PA_test,categorical_encoding,weight_decay,lambda_r,basis_df,knots,background_scheme,n_background,integration_support,model,objective,lambda_s,lambda_selection,converged,runtime_s,auc_roc,auprc,prg,artifact_path,skip_reason,maxnet_bg_n,pos_weight
AWT,bird,awt17,pa_holdout,0,global_conditional_density,184,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,3.347,0.8012781123264102,0.5492209566278046,0.6252297651632948,,,,
AWT,bird,awt17,pa_holdout,0,global_conditional_density,184,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.0963,0.8316742452173201,0.5698975966721516,0.6759502145839464,,,,271.7391304347826
AWT,bird,awt18,pa_holdout,0,global_conditional_density,242,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,5.2066,0.5242889504153033,0.40333219860195363,0.0959501453122224,,,10000.0,
AWT,bird,awt18,pa_holdout,0,global_conditional_density,242,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,3.0741,0.600302038761641,0.46795220998670584,0.20726132867155095,,,,
AWT,bird,awt18,pa_holdout,0,global_conditional_density,242,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,3.1065,0.6000862967890402,0.46777882911502844,0.20643023666612367,,,,
AWT,bird,awt18,pa_holdout,0,global_conditional_density,242,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.116,0.5930746826795154,0.47667650108227233,0.17630195672285232,,,,206.61157024793388
AWT,bird,awt19,pa_holdout,0,global_conditional_density,78,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,maxnet,maxnet_default,,maxnet_classes_lq,True,2.855,0.6829710144927537,0.3042740252873787,0.3925048791237694,,,10000.0,
AWT,bird,awt19,pa_holdout,0,global_conditional_density,78,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_ipp,ipp,0.01,frozen_default,True,2.992,0.6591938405797101,0.2560312290531684,0.3449736637054052,,,,
AWT,bird,awt19,pa_holdout,0,global_conditional_density,78,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,gam_ipp,ipp,0.01,frozen_default,True,6.3608,0.6597033514492753,0.2563276634205557,0.3449941530925843,,,,
AWT,bird,awt19,pa_holdout,0,global_conditional_density,78,340,onehot_l2,0.0,1e-06,9,"G=6,K=3",random_50k,50000,full_background_50k,additive_kan_bce,bce_pos_weight,0.01,frozen_default,True,3.2761,0.6514945652173912,0.26411089343562444,0.32549518392579535,,,,641.025641025641
