region,species_id,seed,auc_additive,auc_deep2,delta_auc
NSW,nsw02,0,0.7252909376031693,0.6660510894684714,-0.05923984813469796
NSW,nsw02,1,0.7251258666226478,0.6658447507428195,-0.05928111587982832
NSW,nsw02,2,0.7252084021129086,0.6647924232419941,-0.060415978870914544
NSW,nsw03,0,0.7258218405759389,0.7170613236187007,-0.008760516957238229
NSW,nsw03,1,0.7259085783675948,0.7141122387024026,-0.011796339665192224
NSW,nsw03,2,0.7258218405759389,0.7226992800763292,-0.0031225604996096834
NSW,nsw04,0,0.8494623655913978,0.878136200716846,0.028673835125448188
NSW,nsw04,1,0.8496117084826762,0.8733572281959379,0.023745519713261665
NSW,nsw04,2,0.8493130227001195,0.8764934289127837,0.027180406212664154
NSW,nsw05,0,0.5532075471698114,0.5375471698113208,-0.015660377358490574
NSW,nsw05,1,0.5529716981132076,0.5416509433962264,-0.01132075471698113
NSW,nsw05,2,0.5533018867924528,0.5438207547169811,-0.009481132075471743
NSW,nsw06,0,0.4940076934827591,0.5115888291741311,0.017581135691371985
NSW,nsw06,1,0.4940215806357538,0.5095057562249163,0.015484175589162541
NSW,nsw06,2,0.493896596258801,0.510644502770487,0.016747906511686006
NSW,nsw07,0,0.7426114759764949,0.7527652955409609,0.010153819564466038
NSW,nsw07,1,0.7421361908053923,0.7442533702039406,0.0021171793985482745
NSW,nsw07,2,0.7422658140338749,0.7506049083995852,0.008339094365710231
NSW,nsw08,0,0.86158357771261,0.8599706744868035,-0.001612903225806428
NSW,nsw08,1,0.8615102639296187,0.8571847507331378,-0.00432551319648089
NSW,nsw08,2,0.861217008797654,0.8600439882697947,-0.001173020527859281
NSW,nsw09,0,0.5860363636363636,0.6089142857142857,0.022877922077922164
NSW,nsw09,1,0.5860155844155844,0.6081662337662337,0.022150649350649254
NSW,nsw09,2,0.5860155844155844,0.607812987012987,0.021797402597402593
NSW,nsw10,0,0.9633620689655172,0.9583333333333331,-0.005028735632184089
NSW,nsw10,1,0.9633620689655172,0.9566570881226054,-0.006704980842911823
NSW,nsw10,2,0.9633620689655172,0.9602490421455938,-0.0031130268199234257
NSW,nsw11,0,0.5551360098636049,0.5320181860214226,-0.023117823842182306
NSW,nsw11,1,0.5541342374971102,0.5401094243661864,-0.014024813130923852
NSW,nsw11,2,0.5543654157355321,0.533019958387917,-0.02134545734761506
NSW,nsw12,0,0.663758573388203,0.6739643347050754,0.010205761316872453
NSW,nsw12,1,0.6633744855967078,0.6757750342935527,0.012400548696844926
NSW,nsw12,2,0.6638683127572017,0.6731412894375857,0.00927297668038396
NSW,nsw13,0,0.8099852289512556,0.8317872968980797,0.021802067946824155
NSW,nsw13,1,0.8102215657311669,0.829069423929099,0.01884785819793211
NSW,nsw13,2,0.8099852289512555,0.833618906942393,0.02363367799113758
NSW,nsw14,0,0.649257758234693,0.6614849427675916,0.012227184532898616
NSW,nsw14,1,0.6490855443680325,0.6620360271409054,0.012950482772872918
